text,label,avg_rms,rms_std_dev,silence_ratio,had_long_silence,call_duration_sec,call_hour,speaker_switches,noise_floor_db,speech_rate_wpm,dtmf_detected
"Good morning, hello this is Dr Smith's office calling to confirm your appointment tomorrow at 3pm",0,0,0,0,0,0,12,0,0,0,0
This is the optometrist office your glasses are ready for collection,0,0,0,0,0,0,12,0,0,0,0
"They literally tell me like your investor has to go and try to make a business with somebody else That's what I, that's what I was worrying yesterday That's what I was worried about Yeah, that's the shame That's the thing because because I really want to work with you",9,0,0,0,0,0,12,0,0,0,0
Trade and trade and position So you want the options of the deposit So you want to just wait,9,0,0,0,0,0,12,0,0,0,0
Congratulations your phone number was drawn in our national competition you won,4,0,0,0,0,0,12,0,0,0,0
"Hello, charity organization calling make a contribution to support our worthy cause",10,0,0,0,0,0,12,0,0,0,0
Prize department calling your entry has won our annual grand prize drawing,4,0,0,0,0,0,12,0,0,0,0
"Attention, your account access will be revoked unless you verify your information today",7,0,0,0,0,0,12,0,0,0,0
You are a winner in our customer appreciation lottery call to claim your free money,4,0,0,0,0,0,12,0,0,0,0
Do not ignore this message your subscription service requires action press one,6,0,0,0,0,0,12,0,0,0,0
"Attention, congratulations the prize committee has selected you for a special cash award",4,0,0,0,0,0,12,0,0,0,0
This is the IRS you have committed tax fraud and must settle your account at once,1,0,0,0,0,0,12,0,0,0,0
"Hello, microsoft calling we have received error logs from your computer indicating virus",2,0,0,0,0,0,12,0,0,0,0
Charity calling we accept credit card donations please have your card ready,10,0,0,0,0,0,12,0,0,0,0
Bank calling your account has been placed on hold pending identity verification,3,0,0,0,0,0,12,0,0,0,0
Hi this is Tom from the repair shop your device is ready to be picked up,0,0,0,0,0,0,12,0,0,0,0
This is the software licensing department your Windows key has been stolen call us,2,0,0,0,0,0,12,0,0,0,0
Your account requires immediate verification to prevent permanent suspension,7,0,0,0,0,0,12,0,0,0,0
Warning: hello this is the airline calling to inform you of a gate change for your flight,0,0,0,0,0,0,12,0,0,0,0
Health insurance enrollment deadline calling make sure you have coverage by end of month,8,0,0,0,0,0,12,0,0,0,0
You have been selected for an IRS audit irregularities found in your tax filing,1,0,0,0,0,0,12,0,0,0,0
"advice of the advisor I need to think about this thing because you say you don't accept to make video call with me so this is kind of problem with me because I need to if I want to make big investment I need to see the person that I'm talking and giving my money to him You are not giving money to anybody who wants you on my channel because you are a kind of national advisor so it's very important But therefore if you are healthy, you can do something",9,0,0,0,0,0,12,0,0,0,0
When do I see that When do I see that the bank's phone on Bitton P Tell me when It's a determination Make it faster,9,0,0,0,0,0,12,0,0,0,0
Federal agency calling your social security account shows irregular activity,5,0,0,0,0,0,12,0,0,0,0
"Attention, this is the Red Cross calling please donate to help victims of the recent disaster",10,0,0,0,0,0,12,0,0,0,0
Your insurance premium can be reduced to almost nothing call to find out how,8,0,0,0,0,0,12,0,0,0,0
"Hello, mega prize winner alert you won a luxury cruise for two call to confirm your prize",4,0,0,0,0,0,12,0,0,0,0
"Good morning, apple ID security breach detected we need to verify your information to protect you",2,0,0,0,0,0,12,0,0,0,0
"Good afternoon, earthquake relief fund calling we need your donation immediately to help survivors",10,0,0,0,0,0,12,0,0,0,0
"Good afternoon, federal tax authorities are issuing a warrant for your arrest for unpaid taxes",1,0,0,0,0,0,12,0,0,0,0
This is a final warning from the IRS you owe money pay now or go to jail,1,0,0,0,0,0,12,0,0,0,0
"Good morning, children cancer charity calling please donate to help sick children fight cancer",10,0,0,0,0,0,12,0,0,0,0
Your account shows suspicious activity please verify your identity to restore access,7,0,0,0,0,0,12,0,0,0,0
"Good afternoon, this is an important notification regarding your utilities press one without delay",6,0,0,0,0,0,12,0,0,0,0
Notice: social Security Administration calling your benefits have been placed on hold,5,0,0,0,0,0,12,0,0,0,0
"Good afternoon, internal Revenue Service final notice you have an outstanding tax debt call back now",1,0,0,0,0,0,12,0,0,0,0
This is the library notifying you that your reserved book is now available,0,0,0,0,0,0,12,0,0,0,0
"Attention, your computer has been hacked our security team detected unauthorized access",2,0,0,0,0,0,12,0,0,0,0
Your account access will be revoked unless you verify your information today,7,0,0,0,0,0,12,0,0,0,0
Apple support team your iPhone has been compromised download our security app now,2,0,0,0,0,0,12,0,0,0,0
"Hello, hi this is Sarah from HR calling about your benefits enrollment deadline",0,0,0,0,0,0,12,0,0,0,0
"Good morning, internal Revenue agent calling failure to pay 4200 dollars will result in imprisonment",1,0,0,0,0,0,12,0,0,0,0
"Good morning, hi this is Mike from the plumbing company following up on your service request",0,0,0,0,0,0,12,0,0,0,0
Firefighters relief fund calling please make a contribution to support our heroes,10,0,0,0,0,0,12,0,0,0,0
SSN fraud alert law enforcement has flagged your number for investigation,5,0,0,0,0,0,12,0,0,0,0
Your account has been compromised please confirm your security questions now,7,0,0,0,0,0,12,0,0,0,0
Your social security number has been compromised by a data breach call to protect it,5,0,0,0,0,0,12,0,0,0,0
Notice: urgent automated notice you qualify for free money from the government press one,6,0,0,0,0,0,12,0,0,0,0
Important: this is federal benefits agency your social security is suspended verify identity,5,0,0,0,0,0,12,0,0,0,0
Hunger relief charity calling donate today and we will match your contribution,10,0,0,0,0,0,12,0,0,0,0
Account alert please confirm your billing information to avoid service interruption,7,0,0,0,0,0,12,0,0,0,0
Humanitarian relief organization calling donate now to feed starving families,10,0,0,0,0,0,12,0,0,0,0
Recorded message your property tax relief application needs review press one,6,0,0,0,0,0,12,0,0,0,0
Notice: you have been randomly selected as our grand prize winner of 100000 dollars,4,0,0,0,0,0,12,0,0,0,0
Important: hi this is Sarah from HR calling about your benefits enrollment deadline,0,0,0,0,0,0,12,0,0,0,0
like So that so is why um it will like happen Nothing um will happen so I count uh is the simplest account Only two transactions I made,9,0,0,0,0,0,12,0,0,0,0
Suspicious login detected on your online banking account verify your credentials immediately,3,0,0,0,0,0,12,0,0,0,0
Hi I'm calling from the pharmacy your prescription is ready for pickup,0,0,0,0,0,0,12,0,0,0,0
Account locked for security please verify your information to unlock immediately do not delay.,7,0,0,0,0,0,12,0,0,0,0
Warning: lucky winner notification you have won the overseas lottery claiming is easy,4,0,0,0,0,0,12,0,0,0,0
Important: your social security number was found in an illegal transaction verify IMMEDIATELY,5,0,0,0,0,0,12,0,0,0,0
IRS agent calling you must pay your tax debt today or officers will come to your home,1,0,0,0,0,0,12,0,0,0,0
This is the library notifying you that your reserved book is now available,0,0,0,0,0,0,12,0,0,0,0
Notice: windows defender detected critical errors on your system call support immediately,2,0,0,0,0,0,12,0,0,0,0
Charity calling we accept credit card donations please have your card ready,10,0,0,0,0,0,12,0,0,0,0
This is the IRS you have committed tax fraud and must settle your account now,1,0,0,0,0,0,12,0,0,0,0
Notice: free life insurance offer you have been pre-approved for 50000 dollar coverage,8,0,0,0,0,0,12,0,0,0,0
Try to do it sooner Really be smart Because I'm the only one,9,0,0,0,0,0,12,0,0,0,0
Hi calling from the hotel to confirm your reservation for next weekend,0,0,0,0,0,0,12,0,0,0,0
Federal social security fraud division calling your number has been stolen,5,0,0,0,0,0,12,0,0,0,0
CitiBANK calling your account will be permanently locked unless you confirm your details,3,0,0,0,0,0,12,0,0,0,0
"Hello, hi calling from the hotel to confirm your reservation for next weekend",0,0,0,0,0,0,12,0,0,0,0
SSA calling your social security number is about to be permanently deactivated this is your final notice.,5,0,0,0,0,0,12,0,0,0,0
Automated call your medical alert device needs immediate attention press one,6,0,0,0,0,0,12,0,0,0,0
Insurance specialist calling about your lapsed policy reinstate right now to maintain coverage,8,0,0,0,0,0,12,0,0,0,0
Fraud alert on your credit card unusual charges detected verify your account details,3,0,0,0,0,0,12,0,0,0,0
"Attention, tech support calling we detected suspicious activity on your device act now",2,0,0,0,0,0,12,0,0,0,0
Your mobile BANKing app has been compromised call us to secure your account now,3,0,0,0,0,0,12,0,0,0,0
"Hi, hello calling from the dental office to remind you about your cleaning next week",0,0,0,0,0,0,12,0,0,0,0
Your insurance premium can be reduced to almost nothing call to find out how,8,0,0,0,0,0,12,0,0,0,0
Your account access will be revoked unless you verify your information today,7,0,0,0,0,0,12,0,0,0,0
Automated call your medical alert device needs immediate attention press one,6,0,0,0,0,0,12,0,0,0,0
Firefighters relief fund calling please make a contribution to support our heroes,10,0,0,0,0,0,12,0,0,0,0
Important: good morning this is the moving company confirming your booking for Saturday,0,0,0,0,0,0,12,0,0,0,0
Free dental plan offer seniors qualify for no cost dental coverage call to enroll this is your final notice.,8,0,0,0,0,0,12,0,0,0,0
"Hello, automated call your medical alert device needs immediate attention press one",6,0,0,0,0,0,12,0,0,0,0
"I love to facilitate your people supporting back-to-back systems They didn't use the digital app, because some regulation was sufficient The regulation was as it looked to you, as it looked to me, as you felt like my life, to my friends, to those who, yeah, my birth and all friends who, anywhere, yeah So, it's a factor of people who don't take the time to travel or in the hologram Yeah, I just wanted, I would just really, you know, because we talk like, I don't know, like six months, and just wanted to know, like how old are you, what do you look like, you know, I don't know, how old are you",9,0,0,0,0,0,12,0,0,0,0
Alert: your social security number has been compromised by a data breach call to protect it,5,0,0,0,0,0,12,0,0,0,0
Banking security your account shows signs of identity theft verify your details IMMEDIATELY,3,0,0,0,0,0,12,0,0,0,0
Microsoft partner calling your computer will be shut down remotely if not fixed now,2,0,0,0,0,0,12,0,0,0,0
"Hello, earthquake relief fund calling we need your donation immediately to help survivors",10,0,0,0,0,0,12,0,0,0,0
Your bank account has been flagged for suspicious activity please verify immediately,3,0,0,0,0,0,12,0,0,0,0
Notice: this is an important notification regarding your utilities press one now,6,0,0,0,0,0,12,0,0,0,0
Winner winner you have been selected for our VIP prize package call us now,4,0,0,0,0,0,12,0,0,0,0
This is a recorded message about your mortgage refinancing options press one now,6,0,0,0,0,0,12,0,0,0,0
"Good morning, this is an important notification regarding your utilities press one now act now.",6,0,0,0,0,0,12,0,0,0,0
Fraud alert your bank account has exceeded withdrawal limits verify your identity,3,0,0,0,0,0,12,0,0,0,0
Alert: important security message your bank account needs verification to restore access,3,0,0,0,0,0,12,0,0,0,0
We need to verify your identity please confirm your email and password right now,7,0,0,0,0,0,12,0,0,0,0
Important: this is the SOCIAL SECURITY office your number has been used in illegal transactions,5,0,0,0,0,0,12,0,0,0,0
This is Amazon IT security your account credentials have been stolen contact us right now,2,0,0,0,0,0,12,0,0,0,0
"Attention, iRS agent calling you must pay your tax debt today or officers will come to your home failure to respond will have consequences.",1,0,0,0,0,0,12,0,0,0,0
Tech support calling we detected suspicious activity on your device act without delay,2,0,0,0,0,0,12,0,0,0,0
Final notice your car warranty is expiring call immediately to avoid losing coverage,6,0,0,0,0,0,12,0,0,0,0
Your account shows suspicious activity please VERIFY your identity to restore access time is running out.,7,0,0,0,0,0,12,0,0,0,0
Important security update please confirm your account details to stay protected,7,0,0,0,0,0,12,0,0,0,0
Good morning this is the moving company confirming your booking for Saturday,0,0,0,0,0,0,12,0,0,0,0
Warning: relief organization calling your donation helps victims recover from tragedy,10,0,0,0,0,0,12,0,0,0,0
Alert: federal social security fraud division calling your number has been stolen,5,0,0,0,0,0,12,0,0,0,0
"Hi, your bank account has been locked due to suspicious activity confirm your PIN now",3,0,0,0,0,0,12,0,0,0,0
"Good afternoon, hello I'm calling from the real estate agency about the property you inquired about",0,0,0,0,0,0,12,0,0,0,0
Urgent automated notice you qualify for free money from the government press one,6,0,0,0,0,0,12,0,0,0,0
"Because my patients is getting a little low You try to make it faster Because your patients has nothing to do with the regulatory body So that's why I will have them, but it doesn't depend on you But you can tell them also that I'm",9,0,0,0,0,0,12,0,0,0,0
This is an important message regarding your vehicle extended warranty press one now,6,0,0,0,0,0,12,0,0,0,0
Your account shows suspicious activity please verify your identity to restore access,7,0,0,0,0,0,12,0,0,0,0
Important: bank calling your account has been placed on hold pending identity verification,3,0,0,0,0,0,12,0,0,0,0
Windows technical support your PC is sending error reports indicating malware infection,2,0,0,0,0,0,12,0,0,0,0
"Good afternoon, your computer is broadcasting your personal data to hackers we can help you stop it",2,0,0,0,0,0,12,0,0,0,0
Insurance specialist calling about your lapsed policy reinstate now to maintain coverage,8,0,0,0,0,0,12,0,0,0,0
Alert: you qualify for a government insurance subsidy that covers your entire payment,8,0,0,0,0,0,12,0,0,0,0
Alert: national sweepstakes commission calling you won 25000 dollars claim your prize,4,0,0,0,0,0,12,0,0,0,0
"Good morning, hi this is Sarah from HR calling about your benefits enrollment deadline",0,0,0,0,0,0,12,0,0,0,0
"Hello, insurance fraud department calling your policy has been flagged verify your details",8,0,0,0,0,0,12,0,0,0,0
Important: we are collecting donations for disaster relief please contribute any amount today,10,0,0,0,0,0,12,0,0,0,0
Credit card security alert a large transaction was attempted confirm or deny now,3,0,0,0,0,0,12,0,0,0,0
Important: please update and verify your account information to prevent unauthorized access,7,0,0,0,0,0,12,0,0,0,0
"Hello, wells Fargo alert your online banking access has been temporarily locked",3,0,0,0,0,0,12,0,0,0,0
Notice: special insurance offer for qualifying customers reduce your payment by 80 percent,8,0,0,0,0,0,12,0,0,0,0
Medicaid calling you have been approved for free supplemental insurance,8,0,0,0,0,0,12,0,0,0,0
Important: banking security team your account shows unauthorized transactions verify credentials,3,0,0,0,0,0,12,0,0,0,0
This is the IRS collections department you must make a payment arrangement without delay,1,0,0,0,0,0,12,0,0,0,0
"Good afternoon, insurance enrollment specialist your employer plan has changed act now for coverage",8,0,0,0,0,0,12,0,0,0,0
This is a final warning from the IRS you owe money pay now or go to jail,1,0,0,0,0,0,12,0,0,0,0
"Good afternoon, humanitarian relief organization calling donate now to feed starving families",10,0,0,0,0,0,12,0,0,0,0
"Hello, social security calling your monthly benefits will stop unless you verify now",5,0,0,0,0,0,12,0,0,0,0
Alert: this is an important message regarding your vehicle extended warranty press one now,6,0,0,0,0,0,12,0,0,0,0
"Good afternoon, bank security calling your wire transfer has been flagged confirm your account details failure to respond will have consequences.",3,0,0,0,0,0,12,0,0,0,0
"Good afternoon, social security calling your monthly benefits will stop unless you verify now",5,0,0,0,0,0,12,0,0,0,0
This is your last warning from the federal tax agency pay now or face prosecution act now.,1,0,0,0,0,0,12,0,0,0,0
Your account login has been flagged confirm your password to restore access,7,0,0,0,0,0,12,0,0,0,0
You should know it You should know that I have you on video All our talk is recorded And I am not giving you any trouble with my money It's not about the trouble,9,0,0,0,0,0,12,0,0,0,0
SSA calling your social security number is about to be permanently deactivated,5,0,0,0,0,0,12,0,0,0,0
Warning: your savings account has been frozen due to a court order call us to resolve this this is your final notice.,3,0,0,0,0,0,12,0,0,0,0
Account security check required please confirm your personal details urgently,7,0,0,0,0,0,12,0,0,0,0
Congratulations your phone number was drawn in our national competition you won,4,0,0,0,0,0,12,0,0,0,0
"We had the contract that you are going to do this Yeah, but this contract is for me, not against me And you're showing it like it's my problem That's not exactly accessible",9,0,0,0,0,0,12,0,0,0,0
This is the Social Security office your number has been used in illegal transactions,5,0,0,0,0,0,12,0,0,0,0
Alert: health insurance enrollment deadline calling make sure you have coverage by end of month this is your final notice.,8,0,0,0,0,0,12,0,0,0,0
"Hi, your SSN has been flagged for money laundering activity call us immediately",5,0,0,0,0,0,12,0,0,0,0
"Good morning, medicare advantage calling you have unclaimed benefits worth thousands of dollars time is running out.",8,0,0,0,0,0,12,0,0,0,0
Hunger relief charity calling donate today and we will match your contribution,10,0,0,0,0,0,12,0,0,0,0
Notice: free life insurance offer you have been pre-approved for 7500 dollar coverage,8,0,0,0,0,0,12,0,0,0,0
Notice: hello calling from the dental office to remind you about your cleaning next week,0,0,0,0,0,0,12,0,0,0,0
Final IRS notice an arrest warrant has been issued in your name for tax fraud,1,0,0,0,0,0,12,0,0,0,0
This is the Social Security office your number has been used in illegal transactions,5,0,0,0,0,0,12,0,0,0,0
Account verification required provide your login credentials to continue,7,0,0,0,0,0,12,0,0,0,0
Hello calling from the travel agency your itinerary documents are ready,0,0,0,0,0,0,12,0,0,0,0
Notice: bank security calling your wire transfer has been flagged confirm your account details act now.,3,0,0,0,0,0,12,0,0,0,0
Lottery commission calling you have won 15000 dollars in our quarterly drawing do not delay.,4,0,0,0,0,0,12,0,0,0,0
Account verification required provide your login credentials to continue,7,0,0,0,0,0,12,0,0,0,0
SOCIAL SECURITY Administration your retirement benefits are at risk call now,5,0,0,0,0,0,12,0,0,0,0
"I didn't give it to no one I'm waiting to see the payment See, I'm not worrying I'm not worrying about",9,0,0,0,0,0,12,0,0,0,0
Security verification needed confirm your address and date of birth to proceed,7,0,0,0,0,0,12,0,0,0,0
Your health insurance plan is about to change you need to confirm your coverage,8,0,0,0,0,0,12,0,0,0,0
Charity drive calling your donation goes directly to hungry children overseas,10,0,0,0,0,0,12,0,0,0,0
International aid organization calling donate to help refugees in crisis now,10,0,0,0,0,0,12,0,0,0,0
Alert: tax fraud charges have been filed against you contact the IRS immediately to resolve,1,0,0,0,0,0,12,0,0,0,0
You have won a gift card worth 500 dollars call now to activate your reward,4,0,0,0,0,0,12,0,0,0,0
Important: hello calling from the city to notify you about road closures in your area,0,0,0,0,0,0,12,0,0,0,0
Hi calling from the hotel to confirm your reservation for next weekend,0,0,0,0,0,0,12,0,0,0,0
"So, what time you call tomorrow Approximately one p Is it possible a little bit later Around six I can call you at six as well",9,0,0,0,0,0,12,0,0,0,0
Apple ID security breach detected we need to VERIFY your information to protect you,2,0,0,0,0,0,12,0,0,0,0
"um I trust um you I you know would accept like it better you know So when um is the so money When like I always you know see the like money Well, um right now, uh as I like said, I like have to make a declaration for each and every trade, each and every deal",9,0,0,0,0,0,12,0,0,0,0
Good morning this is the moving company confirming your booking for Saturday,0,0,0,0,0,0,12,0,0,0,0
Winner notification you have been selected to receive a free vacation package,4,0,0,0,0,0,12,0,0,0,0
"Attention, social security benefits suspension notice call to verify your identity at once",5,0,0,0,0,0,12,0,0,0,0
SSN fraud alert law enforcement has flagged your number for investigation,5,0,0,0,0,0,12,0,0,0,0
So ready and not for you Let's do it now and tell me when do I see it and I wait a few days But remember,9,0,0,0,0,0,12,0,0,0,0
"Attention, lottery commission calling you have won 15000 dollars in our quarterly drawing",4,0,0,0,0,0,12,0,0,0,0
Security team detected ransomware attempting to encrypt your files call us now do not delay.,2,0,0,0,0,0,12,0,0,0,0
"Why is it going to be as I explained just recently, it may take around a week after I spoke today with the regulatory reporting So it will happen It will happen for sure But only my willing is that like please wait and don't spam my WhatsApp every half an hour",9,0,0,0,0,0,12,0,0,0,0
Health insurance enrollment deadline calling make sure you have coverage by end of month,8,0,0,0,0,0,12,0,0,0,0
Alert: this automated system is calling about your expiring insurance policy press one this is your final notice.,6,0,0,0,0,0,12,0,0,0,0
"It's not it's not what you told me It told me I can withdraw whatever So it's good that I see Yes, I told you can withdraw whatever you want, but it means that the contract will be canceled because we had an agreement I know about the contract",9,0,0,0,0,0,12,0,0,0,0
"Hello, security verification needed confirm your address and date of birth to proceed",7,0,0,0,0,0,12,0,0,0,0
This call is about your home security system press one to learn about upgrades time is running out.,6,0,0,0,0,0,12,0,0,0,0
Notice: firefighters relief fund calling please make a contribution to support our heroes,10,0,0,0,0,0,12,0,0,0,0
This is the IRS your request for extension has been denied you must pay immediately,1,0,0,0,0,0,12,0,0,0,0
International lottery winner you must pay a small processing fee to claim your winnings,4,0,0,0,0,0,12,0,0,0,0
"you know Everything is so the right uh regulation Before um you told uh me that so you were so located in uh Boston, then uh you told uh me you um were in uh London, and you know then you um told me like that you can't come back Okay, we've already told you about that Boston is a legal organization",9,0,0,0,0,0,12,0,0,0,0
"Good morning, iRS notification your wages will be garnished unless you settle your tax debt today",1,0,0,0,0,0,12,0,0,0,0
You have been selected for an IRS audit irregularities found in your tax filing,1,0,0,0,0,0,12,0,0,0,0
"Attention, important automated alert regarding recent activity on your account press one do not delay.",6,0,0,0,0,0,12,0,0,0,0
Warning: final IRS notice an arrest warrant has been issued in your name for tax fraud,1,0,0,0,0,0,12,0,0,0,0
"Good afternoon, earthquake relief fund calling we need your donation immediately to help survivors",10,0,0,0,0,0,12,0,0,0,0
Nonprofit calling your generous donation is tax deductible act before year end,10,0,0,0,0,0,12,0,0,0,0
This is the IRS your request for extension has been denied you must pay without delay,1,0,0,0,0,0,12,0,0,0,0
"Good morning, charity organization calling make a contribution to support our worthy cause",10,0,0,0,0,0,12,0,0,0,0
"Hi, relief fund calling every dollar donated goes to help victims of this tragedy",10,0,0,0,0,0,12,0,0,0,0
"Attention, your social security number is being deactivated within 24 hours call to prevent do not delay.",5,0,0,0,0,0,12,0,0,0,0
Health insurance marketplace your enrollment period is ending sign up now,8,0,0,0,0,0,12,0,0,0,0
Important: fraud alert on your credit card unusual charges detected VERIFY your account details,3,0,0,0,0,0,12,0,0,0,0
Relief fund calling every dollar donated goes to help victims of this tragedy failure to respond will have consequences.,10,0,0,0,0,0,12,0,0,0,0
Apple ID security breach detected we need to verify your information to protect you,2,0,0,0,0,0,12,0,0,0,0
"You will transfer my money to B2C It should be not Not me, but the regulatory Try to do it sooner",9,0,0,0,0,0,12,0,0,0,0
Open enrollment ends soon call to claim your free health insurance benefits,8,0,0,0,0,0,12,0,0,0,0
We need to verify your identity please confirm your email and password today,7,0,0,0,0,0,12,0,0,0,0
"Attention, this is the IRS calling you owe back taxes and must pay at once or face arrest act now.",1,0,0,0,0,0,12,0,0,0,0
Apple support team your iPhone has been compromised download our security app immediately,2,0,0,0,0,0,12,0,0,0,0
"Good morning, your savings account has been frozen due to a court order call us to resolve this",3,0,0,0,0,0,12,0,0,0,0
Notice: your device has been flagged by our security systems for suspicious activity,2,0,0,0,0,0,12,0,0,0,0
Free dental plan offer seniors qualify for no cost dental coverage call to enroll,8,0,0,0,0,0,12,0,0,0,0
Alert: please update and VERIFY your account information to prevent unauthorized access,7,0,0,0,0,0,12,0,0,0,0
Final IRS notice an arrest warrant has been issued in your name for tax fraud,1,0,0,0,0,0,12,0,0,0,0
Tech support calling we detected suspicious activity on your device act now,2,0,0,0,0,0,12,0,0,0,0
"Attention, this is the Social Security office your number has been used in illegal transactions",5,0,0,0,0,0,12,0,0,0,0
Chase BANK calling your account will be closed unless you verify your information,3,0,0,0,0,0,12,0,0,0,0
Winner winner you have been selected for our VIP prize package call us now do not delay.,4,0,0,0,0,0,12,0,0,0,0
Congratulations the prize committee has selected you for a special cash award,4,0,0,0,0,0,12,0,0,0,0
"and believe me you should send it to me I'm waiting, okay",9,0,0,0,0,0,12,0,0,0,0
Your account shows suspicious activity please VERIFY your identity to restore access,7,0,0,0,0,0,12,0,0,0,0
"um I tried like to make you know a transfer um Transferred to so withdraw money you know and nothing like is happening like Like, I don't know what's going on Let me check",9,0,0,0,0,0,12,0,0,0,0
Warning: this is the software licensing department your Windows key has been stolen call us,2,0,0,0,0,0,12,0,0,0,0
Hi calling from the hotel to confirm your reservation for next weekend,0,0,0,0,0,0,12,0,0,0,0
Hello I'm calling from the real estate agency about the property you inquired about,0,0,0,0,0,0,12,0,0,0,0
Let's do it now and tell me when do I see it and I wait a few days But remember We have your wallet,9,0,0,0,0,0,12,0,0,0,0
Internal Revenue Service final notice you have an outstanding tax debt call back now do not delay.,1,0,0,0,0,0,12,0,0,0,0
"Good morning, hi this is Mike from the plumbing company following up on your service request",0,0,0,0,0,0,12,0,0,0,0
"so The transaction um will be so done to like your bit like to see uh after tax uh declarations are you know fulfilled for like all trades you know that you like have on um your accounts so Why is like it going so to be um as I like explained just uh recently, it may take around a week after I spoke today with the regulatory reporting So it will happen",9,0,0,0,0,0,12,0,0,0,0
Your social security number is being deactivated within 24 hours call to prevent,5,0,0,0,0,0,12,0,0,0,0
Notice: earthquake relief fund calling we need your donation immediately to help survivors,10,0,0,0,0,0,12,0,0,0,0
Winner notification you have been selected to receive a free vacation package time is running out.,4,0,0,0,0,0,12,0,0,0,0
"Yes, but how can you help me get them back Ramirez, the funds are already deported to the wallets of my company What is the name of the company Coin market cap",9,0,0,0,0,0,12,0,0,0,0
"Attention, this is Microsoft support we detected a virus on your computer call now",2,0,0,0,0,0,12,0,0,0,0
Alert: this is the optometrist office your glasses are ready for collection,0,0,0,0,0,0,12,0,0,0,0
This is the IRS your request for extension has been denied you must pay now,1,0,0,0,0,0,12,0,0,0,0
like Tell me uh when It's you know a determination like Make it uh faster I'm uh coming from you into the office,9,0,0,0,0,0,12,0,0,0,0
Prize department calling your entry has won our annual grand prize drawing,4,0,0,0,0,0,12,0,0,0,0
"Good afternoon, confirm your account ownership by providing your username and password immediately",7,0,0,0,0,0,12,0,0,0,0
Social Security Administration calling your benefits have been placed on hold,5,0,0,0,0,0,12,0,0,0,0
"Let's do the same Let's do the same I will wait a few days, but do you remember if you're going to, if you're not going to be there, then it's been ashamed for you really",9,0,0,0,0,0,12,0,0,0,0
Warning: we need to verify your identity please confirm your email and password now time is running out.,7,0,0,0,0,0,12,0,0,0,0
"Hello, charity foundation calling your donation will help children in need donate without delay",10,0,0,0,0,0,12,0,0,0,0
so Who told um me they're so going to you know close your um account I like received a huge penalty That's the shame,9,0,0,0,0,0,12,0,0,0,0
Notice: lottery commission calling you have won 15000 dollars in our quarterly drawing,4,0,0,0,0,0,12,0,0,0,0
Federal government is pressing charges for tax evasion call back to resolve this IMMEDIATELY,1,0,0,0,0,0,12,0,0,0,0
Notice: your mobile banking app has been compromised call us to secure your account now,3,0,0,0,0,0,12,0,0,0,0
This is a final warning from the IRS you owe money pay now or go to jail,1,0,0,0,0,0,12,0,0,0,0
Do not hang up this automated message contains critical information about your account,6,0,0,0,0,0,12,0,0,0,0
"Good morning, this is Amazon IT security your account credentials have been stolen contact us at once",2,0,0,0,0,0,12,0,0,0,0
"Good morning, tech support department we found malware on your device you must act immediately",2,0,0,0,0,0,12,0,0,0,0
"Attention, last chance automated message about unclaimed benefits you may qualify press one",6,0,0,0,0,0,12,0,0,0,0
Hello I'm calling from the real estate agency about the property you inquired about,0,0,0,0,0,0,12,0,0,0,0
Your router has been compromised allowing hackers to intercept your communications,2,0,0,0,0,0,12,0,0,0,0
Animal rescue charity calling your donation will save abandoned animals today,10,0,0,0,0,0,12,0,0,0,0
Hello this is Dr Smith's office calling to confirm your appointment tomorrow at 3pm,0,0,0,0,0,0,12,0,0,0,0
Hi calling from the hotel to confirm your reservation for next weekend,0,0,0,0,0,0,12,0,0,0,0
"Good morning, medicare calling your benefits card has been deactivated verify to reactivate now",8,0,0,0,0,0,12,0,0,0,0
"Hello, you owe the IRS money and if you do not call back we will send officers to your location",1,0,0,0,0,0,12,0,0,0,0
Charity calling we accept credit card donations please have your card ready,10,0,0,0,0,0,12,0,0,0,0
Congratulations you won a brand new car call immediately to arrange delivery,4,0,0,0,0,0,12,0,0,0,0
"Attention, your account login has been flagged confirm your password to restore access",7,0,0,0,0,0,12,0,0,0,0
"Attention, account locked for security please verify your information to unlock immediately",7,0,0,0,0,0,12,0,0,0,0
Warning: cash prize notification you have won the regional sweepstakes call to collect,4,0,0,0,0,0,12,0,0,0,0
"Good afternoon, account verification required provide your login credentials to continue",7,0,0,0,0,0,12,0,0,0,0
Important: insurance company calling your policy needs to be updated to avoid coverage gaps,8,0,0,0,0,0,12,0,0,0,0
Lottery commission calling you have won 15000 dollars in our quarterly drawing,4,0,0,0,0,0,12,0,0,0,0
Important: suspicious login detected on your online banking account verify your credentials now,3,0,0,0,0,0,12,0,0,0,0
Wells Fargo alert your online banking access has been temporarily locked,3,0,0,0,0,0,12,0,0,0,0
"Hello, you qualify for zero dollar health insurance with prescription coverage call now",8,0,0,0,0,0,12,0,0,0,0
Apple support team your iPhone has been compromised download our security app at once,2,0,0,0,0,0,12,0,0,0,0
Please update and verify your account information to prevent unauthorized access,7,0,0,0,0,0,12,0,0,0,0
"Hello, this is the IRS collections department you must make a payment arrangement right now",1,0,0,0,0,0,12,0,0,0,0
IRS calling please call back now to avoid criminal tax fraud charges,1,0,0,0,0,0,12,0,0,0,0
Notice: this is the IRS collections department you must make a payment arrangement immediately,1,0,0,0,0,0,12,0,0,0,0
